StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q158_1,Q159_1,Q184_1,Q12_1,Q4_1,Q8_1,Q214_1,Q215_1,Q216_1,Q217_1,Q218_1,Q219_1,Q220_1,Q233_1,Q234_1,Q235_1,Q236_1,Q237_1,Q238_1,Q239_1,Q242_1,Q243_1,Q244_1,Q245_1,Q246_1,Q247_1,Q248_1,Q251_1,Q252_1,Q253_1,Q254_1,Q255_1,Q256_1,Q257_1,Q260_1,Q261_1,Q262_1,Q263_1,Q264_1,Q265_1,Q266_1,Q269_1,Q270_1,Q271_1,Q272_1,Q273_1,Q274_1,Q275_1,Q278_1,Q279_1,Q280_1,Q281_1,Q282_1,Q283_1,Q284_1,Q287_1,Q288_1,Q289_1,Q290_1,Q291_1,Q292_1,Q293_1,Q296_1,Q297_1,Q298_1,Q299_1,Q300_1,Q301_1,Q302_1,Q305_1,Q306_1,Q307_1,Q308_1,Q309_1,Q310_1,Q311_1,Q314_1,Q315_1,Q316_1,Q317_1,Q318_1,Q319_1,Q320_1,Q202_1,Q203_1,Q204_1,Q205_1,Q206_1,Q207,Q208,Q209,Q209,Q210,Q210 - Topics
6/14/18 15:34,6/14/18 15:40,IP Address,128.187.66.8,100,316,TRUE,6/14/18 15:40,R_3dY6tXCDTMwNLaO,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,2,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,2,4,4,5,,,,,,,,5,5,3,3,4,"The songs were reminiscent of tunes I've heard before, but they also brought something new to the table. ",Yes,No,Absolutely,,
6/14/18 15:39,6/14/18 15:44,IP Address,65.129.117.213,100,322,TRUE,6/14/18 15:44,R_33wLSZu9Jxhjpsw,,,,,43.61210632,-116.3914948,social,EN,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,4,4,3,3,1,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,3,Its hard to judge how creative pop* is based off only two songs.,No,No,Absolutely,"While i like the musical composition for the moat part, pop* needs to work on his lyric composition. Most of it didnt make much sense.",
6/14/18 15:40,6/14/18 15:45,IP Address,70.103.192.194,100,326,TRUE,6/14/18 15:45,R_1op5GEL0EmKyPDL,,,,,40.29029846,-111.7236023,anonymous,EN,1,1,2,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,3,4,1,2,5,2,4,,Yes,No,Not sure,,
6/14/18 15:48,6/14/18 15:58,IP Address,68.104.224.212,100,577,TRUE,6/14/18 15:58,R_1FxMzNtfxK0uLeA,,,,,33.34620667,-111.8153,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,4,3,3,,,,,,,,2,2,3,4,5,2,2,,,,,,,,,,,,,,,2,4,3,2,3,"For a computer it does surprisingly well, but a little human touch would go a long way to spruce up the songs to be marketable ",Yes,No,Absolutely,"Even in its current form, i could see this being a valuable tool to get ideas for composition, but like many jam sessions, it needs work before it's radio or show worthy.",
6/14/18 16:13,6/14/18 16:22,IP Address,128.187.66.8,100,539,TRUE,6/14/18 16:22,R_ypDIAGNQVN29AVb,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,3,4,3,2,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,,Yes,Yes,Never,"I say ""never"" because I don't see it being possible for computers to create anything without first being fed some sort of data, examples etc. Like is done with Pop*. I think computers will always have to base their products off of something that was first created by a human and then fed to it by a human. ",
6/14/18 16:27,6/14/18 16:35,IP Address,128.187.83.252,100,475,TRUE,6/14/18 16:35,R_YXitzg8YjGb590R,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,3,3,4,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,3,3,3,,,,,,,,2,3,1,3,3,,No,Yes,Not sure,,
6/14/18 17:10,6/14/18 17:15,IP Address,220.245.92.18,100,337,TRUE,6/14/18 17:15,R_3IWrQfR1sXVU8sg,,,,,-33.87939453,151.2192993,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,4,3,,,,,,,,,,,,,,,3,3,3,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,,No,Yes,Absolutely,See you in Salamanca!,
6/14/18 17:13,6/14/18 17:20,IP Address,128.187.83.36,100,450,TRUE,6/14/18 17:20,R_tL5921wjfsgfGLf,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,2,"I think the music composition is good, and somewhat creative, but I couldn't help but think that the ""sound"" it produced seemed somewhat generic. I think the lyrics were novel, but not well put together or interesting.",Yes,Yes,Absolutely,,
6/14/18 17:18,6/14/18 17:26,IP Address,166.70.67.15,100,446,TRUE,6/14/18 17:26,R_2CDiNs0Tkp8E0th,,,,,41.07130432,-111.9873962,anonymous,EN,,,,,,,,1,3,1,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,The lyrics meant nothing to me. They aren't even proper English.,No,No,Not sure,,
6/14/18 17:14,6/14/18 17:27,IP Address,134.173.42.55,100,747,TRUE,6/14/18 17:27,R_2UYg4yanbQ37Eq2,,,,,34.12229919,-117.7142944,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,4,4,,,,,,,,1,1,1,1,2,4,2,,,,,,,,,,,,,,,2,2,3,3,4,,Yes,Yes,Absolutely,"The lyric sentences are less grammatical than typical songs. The music doesn't seem to have a typical structure such as AABA or exhibit cadences. The chord progressions only slightly make sense and are monotonous, not exhibiting much excitement or support of the theme of the lyrics, although they are sad from a musical point of view.",
6/14/18 18:04,6/14/18 18:08,IP Address,24.130.67.19,100,214,TRUE,6/14/18 18:08,R_2yqPzyNWDENHJfq,,,,,37.35369873,-122.0307007,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,4,4,,,,,,,,4,3,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,,Yes,Yes,Absolutely,,
6/14/18 18:21,6/14/18 18:29,IP Address,174.52.143.116,100,442,TRUE,6/14/18 18:29,R_zU9fakXdXi6IQeJ,,,,,40.31430054,-111.7116013,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,1,4,2,2,2,3,1,2,2,4,1,1,4,1,5,,Yes,Yes,Not sure,,
6/14/18 18:54,6/14/18 19:06,IP Address,128.114.59.187,100,754,TRUE,6/14/18 19:06,R_wMgQ2mhFtbbYHDj,,,,,36.98989868,-122.0603027,anonymous,EN,,,,,,,,,,,,,,,2,2,4,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,1,3,"The lyrics of each song combine words in interesting ways, and are related to the overall theme (depression in both of my examples). However, the choice and ordering of words comes across as mostly random. There does not appear to be much in the way of intentionality behind the ordering of words in the lyrics. Hence, for lyrics, there is creativity, but it is of a random sort.

The musical composition is better, in that it does a good job of hitting the main theme (both songs conveyed depression). But, the musical composition was straightforward, and not very surprising. Novelty was low. So, musical composition is more effective, but also less creative.",No,Yes,Absolutely,"I very much appreciate how difficult it is to have computer voices singing along with a computer created tune. But, the goal of your assessment was to evaluate the totality of the output, and hence my ratings were generally low, reflecting my thoughts on the pieces. Just wanted to let you know that I really appreciate the effort involved in getting to this point!",
6/14/18 19:33,6/14/18 19:38,IP Address,76.27.83.227,100,333,TRUE,6/14/18 19:38,R_8GutaOgtAa4fMDD,,,,,40.11180115,-111.4859009,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,3,2,4,,,,,,,,2,2,1,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,1,The creativity is not yet producing something beautiful,Yes,No,Never,,
6/14/18 19:30,6/14/18 19:41,IP Address,72.34.127.113,100,653,TRUE,6/14/18 19:41,R_3DegFYWu9tBU0PZ,,,,,33.97770691,-118.4351044,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,3,4,4,2,3,3,4,2,3,,,,,,,,3,2,2,3,2,The style of music was similar and did not feel original. It almost felt as though all the songs were the same. ,No,No,Not sure,,
6/14/18 20:02,6/14/18 20:07,IP Address,170.72.46.91,100,310,TRUE,6/14/18 20:07,R_1mJWFCNxRaGpkda,,,,,40.51409912,-112.0329971,anonymous,EN,,,,,,,,3,3,3,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,It seemed like some of the chord progressions were pretty randomized.,Yes,No,Not sure,,
6/14/18 20:46,6/14/18 20:56,IP Address,99.102.4.98,100,560,TRUE,6/14/18 20:56,R_25ucoG5mqvwgn6G,,,,,39.98309326,-86.28759766,social,EN,1,1,1,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,3,,,,,,,,3,1,4,1,2,,Yes,No,Not sure,,
6/15/18 0:17,6/15/18 0:48,IP Address,67.186.209.107,100,1850,TRUE,6/15/18 0:48,R_2YmowEbZjksFAvX,,,,,40.33929443,-111.5709,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,2,4,2,2,2,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,4,,No,No,Not sure,,
6/15/18 4:37,6/15/18 4:50,IP Address,193.95.196.88,100,782,TRUE,6/15/18 4:50,R_2ZOEWyioFTlOWtJ,,,,,46.05110168,14.50509644,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,3,4,4,5,3,5,"I believe Pop has all the necessary knowledge, but that good music is sometimes irregular in a way. ",No,No,Absolutely,,
6/15/18 5:22,6/15/18 5:26,IP Address,62.251.81.235,100,260,TRUE,6/15/18 5:26,R_1IW9D1Rida72TSJ,,,,,52.36239624,4.981903076,anonymous,EN,,,,,,,,1,3,2,4,3,1,4,,,,,,,,,,,,,,,1,2,2,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,,Yes,No,Absolutely,,
6/15/18 6:08,6/15/18 6:15,IP Address,109.147.158.13,100,422,TRUE,6/15/18 6:15,R_bE2Ra4ngAwJq3dL,,,,,55.94999695,-3.199996948,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,,,,1,1,2,1,1,"Hard truth: These songs would represent those that never see full production unfortunately, unintelligible lyrics and uninteresting chord progressions.",Yes,Yes,Absolutely,"Keep working on this!  It’s probably got a very impressive backend infrastructure, but it’s not translating into viable songwriting yet.  I applaud you for your effort to further this cause!",
6/15/18 6:37,6/15/18 6:52,IP Address,107.188.129.106,100,904,TRUE,6/15/18 6:52,R_3gSo8OWvYZQNkqE,,,,,40.21809387,-111.6132965,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,3,4,,,,,,,,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,1,"Its just hard to explain because people pretty much do the same thing pop* is doing at a more advanved level of copying what others have already done. But the difference I think is that people still ""feel"" the music every time, and thus have a sense for what can he novel and new from a background of whats already been done. I believe there is such a thing as creative intelligence so there is some sort logic or continuum of right/wrong when making creative choices. I think this is heavily based in people being complex emotional and spiritual beings with histories, feelings, hopes, and dreams. I think it'll be hard to really replicate true creativity because for me music is a way for real souls to communicate life experiences. But very interesting project indeed!",Yes,Yes,Not sure,,
6/15/18 9:31,6/15/18 9:42,IP Address,75.169.75.42,100,638,TRUE,6/15/18 9:42,R_TsW2NVEhfq6BpjH,,,,,40.65829468,-111.9231033,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,2,4,3,,,,,,,,4,3,5,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,4,,No,Yes,Not sure,,
6/15/18 10:50,6/15/18 11:04,IP Address,173.165.140.230,100,880,TRUE,6/15/18 11:07,R_3KPavUhntDv014k,,,,,40.76080322,-111.891098,social,EN,4,4,5,5,3,4,3,,,,,,,,3,4,3,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,3,5,,No,Yes,Absolutely,,
6/15/18 11:28,6/15/18 11:36,IP Address,24.5.92.8,100,509,TRUE,6/15/18 11:36,R_emQvlQlwio7zgCl,,,,,37.35009766,-121.9853973,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,2,5,4,,,,,,,,,,,,,,,3,4,3,3,4,2,2,5,4,4,2,4,,No,Yes,Not sure,,
6/15/18 12:07,6/15/18 12:12,IP Address,66.219.195.98,100,316,TRUE,6/15/18 12:12,R_yW11b6jJRv1fwml,,,,,40.33929443,-111.5709,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,4,2,,,,,,,,,,,,,,,3,2,4,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Both of the songs I listened to sounded almost exactly the same as each other, and each song had little variation in and of itself.  ",Yes,No,Absolutely,"If this program were given more rules that make good songs, it would be more successful.  For example, it should use common chord progressions, common song structure, common notes on the scale, etc.  I also don't really consider 30-40 second clips to be songs.  The lyrics need to have structure and rhythm too.",
6/15/18 12:17,6/15/18 12:21,IP Address,128.187.83.255,100,258,TRUE,6/15/18 12:21,R_3NIEY3uenGq62pk,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,4,4,5,,,,,,,,,,,,,,,4,3,5,4,5,3,4,,,,,,,,,,,,,,,5,3,3,3,4,,Yes,Yes,Absolutely,,
6/15/18 12:30,6/15/18 12:40,IP Address,166.70.225.234,100,586,TRUE,6/15/18 12:40,R_3DhmNdomUlmf6fw,,,,,40.29029846,-111.7236023,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,5,3,,,,,,,,,,,,,,,3,3,4,4,4,5,3,4,3,4,4,5,I know you and have heard you sing and you have a better way of putting the words together,No,Yes,Not sure,,
6/15/18 12:27,6/15/18 12:40,IP Address,174.207.11.213,100,786,TRUE,6/15/18 12:40,R_3oyFbZ5cFpdX6J4,,,,,30.53210449,-97.72859955,anonymous,EN,1,1,2,2,2,5,1,,,,,,,,2,1,2,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,4,This feels like a computer system trying to piece things together without prejudice or bias. Not like a song writer following his/her heart. ,Yes,Yes,Never,"The lyrics didn't really make sense or connect ideas together. The music didn't flow. The instruments in the background were the only things presenting a consistent musical feeling. I'm not sure what the intent of this project was, but there still seems to be Some work around getting the tempo and rhythm to match the lyrics and feeling of the song. ",
6/15/18 12:42,6/15/18 14:05,IP Address,66.133.113.102,100,5026,TRUE,6/15/18 14:05,R_3rVuMtJ9TmWbYoe,,,,,40.65829468,-111.9231033,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,5,3,5,4,,,,,,,,,,,,,,,4,4,5,3,5,"The music made sense, some of the lyrics where weird almost sounded to randomly generated.",No,No,Absolutely,SkyNet,
6/15/18 14:30,6/15/18 14:40,IP Address,128.187.81.130,100,597,TRUE,6/15/18 14:40,R_2dlGY9fJcbaHB0m,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,3,4,4,,,,,,,,,,,,,,,3,2,3,3,3,4,2,,,,,,,,3,3,2,2,3,It's hard to evaluate given very limited information on how the intention is formed from the themes of the tweets.,Yes,Yes,Not sure,,
6/15/18 13:42,6/15/18 16:16,IP Address,205.118.69.211,100,9239,TRUE,6/15/18 16:16,R_3edZW2UVqSRpSn9,,,,,40.29029846,-111.7236023,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,3,4,,,,,,,,,,,,,,,2,2,3,3,2,3,3,,,,,,,,3,3,3,3,3,,No,No,Never,,
6/15/18 18:50,6/15/18 19:01,IP Address,67.171.211.65,100,686,TRUE,6/15/18 19:01,R_2b0PJULfmpwG2dy,,,,,44.10270691,-123.1341019,anonymous,EN,3,2,2,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,4,2,2,1,4,2,3,"I find that I enjoy (or at least relate to) the song much better after the second or third time of listening.  The first time I find it very difficult to relate to.  So I suppose it is creative, if that is how one ""might"" define creativity.",Yes,Yes,Not sure,hmm..  if you want to stir up the creative juices this may be a start.  definitely thinking out of the box.  I have no idea where you would go from there. ,
6/15/18 19:01,6/15/18 19:16,IP Address,67.171.211.65,100,877,TRUE,6/15/18 19:16,R_yWIJk15gp2HryFj,,,,,44.10270691,-123.1341019,anonymous,EN,,,,,,,,4,4,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,,Yes,Yes,Not sure,,
6/15/18 20:45,6/15/18 20:50,IP Address,166.70.213.172,100,317,TRUE,6/15/18 20:50,R_3kiIRAbti8WRi2R,,,,,40.29029846,-111.7236023,anonymous,EN,2,1,3,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,4,5,,,,,,,,3,1,2,3,4,Pop* uses ideas not usually represented in songs because of difference of interpretation.,Yes,No,Not sure,,
6/15/18 20:36,6/15/18 20:50,IP Address,67.163.79.143,100,843,TRUE,6/15/18 20:50,R_3pqVSULKhjhjCNP,,,,,40.31430054,-111.7116013,anonymous,EN,,,,,,,,,,,,,,,3,1,3,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,3,"It seems like Pop* does not have good knowledge of music since it appears to not learn from each of it's attempted compositions; but, other than that, it does follow a reasonable approach to generating a new pop song. I don't think that this approach would ever lead to something dramatically new, but I think it is a form of small c creativity.",No,Yes,Absolutely,,
6/16/18 6:29,6/16/18 6:36,IP Address,71.190.234.163,100,433,TRUE,6/16/18 6:36,R_sTmDT0VjwY7mEVP,,,,,41.18789673,-73.83149719,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,4,2,,,,,,,,,,,,,,,3,1,2,1,2,,No,No,Not sure,,
6/16/18 15:39,6/16/18 15:46,IP Address,107.188.152.73,100,433,TRUE,6/16/18 15:46,R_3FPupLb9jA3z8dS,,,,,40.21809387,-111.6132965,anonymous,EN,,,,,,,,4,4,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,4,1,3,2,2,3,3,"I would make the comparison between Pop*'s music and ""modern abstract art.""  In other words, it does not make a connection in my head, and is a little bit confusing.",Yes,No,Absolutely,"I suppose that the voice/autotune could be a bit better, but perhaps it was designed that way.",
6/16/18 18:26,6/16/18 18:33,IP Address,128.187.116.5,100,430,TRUE,6/16/18 18:33,R_1C7GgNrVOgDZUkx,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,3,2,2,4,5,1,3,,,,,,,,,,,,,,,2,2,2,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,2,If a person composed that music I wouldn't say he or she was very creative because the music was so uninteresting. ,Yes,Yes,Absolutely,,
6/16/18 22:45,6/16/18 22:53,IP Address,66.219.234.42,100,505,TRUE,6/16/18 22:53,R_1E0rZxiT4zkD6u9,,,,,40.21809387,-111.6132965,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,4,4,,,,,,,,,,,,,,,4,2,5,3,2,4,2,,,,,,,,2,2,3,2,4,,No,No,Not sure,,
6/17/18 5:20,6/17/18 5:39,IP Address,202.159.183.204,100,1137,TRUE,6/17/18 5:39,R_3KGSVh5eRHJSUZx,,,,,-33.83439636,151.2268066,anonymous,EN,1,1,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,3,3,,,,,,,,,,,,,,,3,1,3,2,2,"The system itself is rather impressive, however much of the output appears to miss the mark, with perhaps the exception of the structural understanding. Unfortunately the lyrics and the melodies feel as if they are working against each other which undermines the overall composition. The harmonies had some strong moments in the compositions I listened to however there where also other cases which where strange choices given the melody. Given all this I feel that pop* currently sounds rather awkward but with further refinement has significant potential.",Yes,Yes,Not sure,Keep up the great work!,
6/17/18 11:53,6/17/18 12:02,IP Address,94.225.26.52,100,559,TRUE,6/17/18 12:02,R_12c2pIuvY5MMcys,,,,,50.84660339,4.352798462,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,5,3,4,3,2,4,,,,,,,,,,,,,,,3,4,2,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,4,it combines old habits to answer new tweets,Yes,No,Absolutely,He/she wants to be too nice.,
6/17/18 14:26,6/17/18 14:34,IP Address,71.198.241.225,100,473,TRUE,6/17/18 14:34,R_XS9bjlTCF3BKolH,,,,,37.00819397,-121.8777008,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,,No,No,Not sure,"The thing I didn't like about the lyrics is they had too many connecting words like ""this"" or ""is"".",
6/17/18 15:10,6/17/18 15:21,IP Address,66.219.236.171,100,677,TRUE,6/17/18 15:21,R_dikaSlYoXxU7Sj7,,,,,40.33929443,-111.5709,anonymous,EN,,,,,,,,3,1,5,4,4,4,4,2,1,1,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,3,,Yes,No,Absolutely,,
6/17/18 19:10,6/17/18 19:13,IP Address,76.115.149.195,100,232,TRUE,6/17/18 19:13,R_1rHdMLjnCQWYZRw,,,,,44.06900024,-123.0825043,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,2,4,4,3,4,4,5,,No,Yes,Absolutely,,
6/17/18 20:14,6/17/18 20:38,IP Address,50.125.82.105,100,1459,TRUE,6/17/18 20:38,R_AC0lcAjAcxR1Pih,,,,,47.80490112,-122.2832947,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,3,4,4,2,4,5,3,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,5,"Amazing to think the computer could do this...  Are you taking away ""cool"" jobs from those teenagers who think they will ""make it"" in the music world?   Just kidding! :)",No,Yes,Absolutely,"Scary...  yet, exciting!",
6/17/18 22:45,6/18/18 0:33,IP Address,73.223.93.104,100,6456,TRUE,6/18/18 0:33,R_pRwwbsQpM28haNz,,,,,37.44290161,-122.1513977,anonymous,EN,2,1,3,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,2,I don't think a system which can be described as such is creative. It seems that creativity is when outputs are not easily based on or inferred from inputs (e.g. neural nets),No,No,Absolutely,,
6/18/18 3:08,6/18/18 3:17,IP Address,194.210.169.142,100,582,TRUE,6/18/18 3:17,R_3koaO2qLym2QBkv,,,,,40.20559692,-8.41960144,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,2,3,,,,,,,,4,4,4,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,3,different songs did sound perceptually similar,Yes,Yes,Absolutely,,
6/18/18 6:03,6/18/18 6:17,IP Address,194.95.188.5,100,883,TRUE,6/18/18 6:17,R_1hRO3V8O2cvO2Ar,,,,,52.53230286,13.38459778,anonymous,EN,,,,,,,,,,,,,,,2,1,2,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,3,2,1,,,,,,,,4,1,2,2,4,"the system doesn't appear to be completely deterministic, therefore i've got to consider it ""creative"".  in some respects (harmony, form, structure) it's not creative enough for my taste, in others (lyric syntax & lexical choice) it's definitely a bit over the top.",Yes,No,Not sure,nifty stuff; good luck with the diss!,
6/18/18 8:17,6/18/18 8:36,IP Address,70.103.180.85,100,1097,TRUE,6/18/18 8:36,R_3gMfESTOmcPtPAR,,,,,40.31430054,-111.7116013,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,4,3,2,1,1,1,3,"From the artefacts generated and the description of the process, I do not see evidence that Pop* has a strong model of the creative process. The pipeline from tweet to music seems somewhat rote, and if I were to print out the process and have a human follow it step-by-step, I would not consider that human to have been creative.",Yes,No,Absolutely,,
